66399	iopasdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
59635	uiopasdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
96840	dfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
60994	iopasdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
78593	iopasdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
44326	yuiopasdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
89482	ertyuiopasdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
30234	ghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
41057	fghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
18115	rtyuiopasdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
87725	ertyuiopasdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
59096	dfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
33302	uiopasdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
15029	tyuiopasdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
67086	yuiopasdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
24731	rtyuiopasdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
63856	asdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
40982	iopasdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
18428	ertyuiopasdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
46275	uiopasdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
85444	tyuiopasdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
17263	yuiopasdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
13523	dfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
67459	NULL
60014	NULL
96453	wertyuiopasdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
74289	tyuiopasdfghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
23421	fghjklzxcvbnmQWERTYUIOPASDFGHJKLZXCVBNM
