47,47
12,12
37,37
64,64
93,93
8,8
14,14
13,13
40,40
4,4
6,6
9,9
85,85
45,45
32,32
61,61
39,39
90,90
98,98
81,81
89,89
65,65
77,77
50,50
27,27
11,11
88,88
67,67
59,59
23,23
78,78
43,43
42,42
33,33
80,80
96,96
35,35
84,84
52,52
73,73
60,60
79,79
51,51
74,74
69,69
16,16
26,26
24,24
25,25
57,57
62,62
34,34
76,76
54,54
99,99
91,91
20,20
18,18
7,7
22,22
36,36
31,31
10,10
15,15
17,17
30,30
2,2
66,66
63,63
58,58
19,19
49,49
41,41
86,86
75,75
29,29
3,3
53,53
94,94
83,83
92,92
55,55
70,70
71,71
97,97
68,68
95,95
5,5
0,0
56,56
38,38
87,87
48,48
82,82
28,28
44,44
46,46
1,1
72,72
21,21
