50919,50919
29148,29148
35939,35939
30568,30568
4388,4388
18696,18696
70297,70297
23135,23135
73741,73741
67858,67858
30951,30951
66862,66862
89670,89670
90349,90349
84021,84021
49139,49139
97078,97078
76094,76094
7737,7737
16949,16949
12692,12692
12872,12872
27712,27712
41049,41049
50875,50875
53734,53734
85004,85004
46634,46634
24914,24914
99181,99181
22261,22261
60213,60213
4131,4131
49870,49870
8705,8705
72441,72441
33593,33593
61432,61432
37517,37517
72875,72875
1677,1677
57970,57970
93441,93441
67789,67789
75311,75311
22680,22680
95801,95801
53139,53139
77928,77928
53849,53849
75422,75422
99570,99570
62463,62463
22678,22678
61989,61989
32436,32436
680,680
99931,99931
81378,81378
17959,17959
6136,6136
40159,40159
14536,14536
83527,83527
92941,92941
32793,32793
18466,18466
26315,26315
55443,55443
18986,18986
27173,27173
20949,20949
3049,3049
76587,76587
91862,91862
15486,15486
21786,21786
13889,13889
70334,70334
35669,35669
86051,86051
69543,69543
29921,29921
64068,64068
66160,66160
50845,50845
91700,91700
77079,77079
35347,35347
28214,28214
35593,35593
34006,34006
28635,28635
24699,24699
81080,81080
74599,74599
77272,77272
67510,67510
92892,92892
83466,83466
99120,99120
50386,50386
96196,96196
88935,88935
63918,63918
51750,51750
77731,77731
68557,68557
23712,23712
14248,14248
24078,24078
48825,48825
27067,27067
27585,27585
3195,3195
10363,10363
80248,80248
44375,44375
91242,91242
73570,73570
29978,29978
75393,75393
9228,9228
31774,31774
3897,3897
88887,88887
64523,64523
92057,92057
12849,12849
26903,26903
39136,39136
66763,66763
41383,41383
87587,87587
8028,8028
95286,95286
18879,18879
78929,78929
53969,53969
29587,29587
55753,55753
13718,13718
50444,50444
33851,33851
23489,23489
9864,9864
91389,91389
15626,15626
8826,8826
33595,33595
95563,95563
8820,8820
12839,12839
54049,54049
71431,71431
41646,41646
16479,16479
29816,29816
31165,31165
14350,14350
7335,7335
70022,70022
16526,16526
74860,74860
37536,37536
56333,56333
34101,34101
10134,10134
44548,44548
44295,44295
37634,37634
95818,95818
36013,36013
95344,95344
16190,16190
82021,82021
69424,69424
67482,67482
59125,59125
72086,72086
53995,53995
1794,1794
250,250
98077,98077
30302,30302
68211,68211
75181,75181
86012,86012
58301,58301
44235,44235
25642,25642
80401,80401
2469,2469
34543,34543
61619,61619
83047,83047
19617,19617
31485,31485
79633,79633
75252,75252
5280,5280
50995,50995
82123,82123
59065,59065
30505,30505
47627,47627
85751,85751
38378,38378
38762,38762
20717,20717
3545,3545
35836,35836
12009,12009
31622,31622
73588,73588
1870,1870
83254,83254
46962,46962
22511,22511
27830,27830
83463,83463
51888,51888
82664,82664
75580,75580
20279,20279
86568,86568
41559,41559
45890,45890
60778,60778
56238,56238
68761,68761
78913,78913
34206,34206
54071,54071
15101,15101
55407,55407
56394,56394
88230,88230
8345,8345
25700,25700
76916,76916
80454,80454
46327,46327
38058,38058
38277,38277
34001,34001
72428,72428
77373,77373
33686,33686
69632,69632
90127,90127
23225,23225
65056,65056
2573,2573
33876,33876
4042,4042
89254,89254
59585,59585
36154,36154
18475,18475
57887,57887
83276,83276
44922,44922
54261,54261
35800,35800
82687,82687
11111,11111
86230,86230
91011,91011
59834,59834
10653,10653
52140,52140
44066,44066
91406,91406
79939,79939
33467,33467
28272,28272
15967,15967
45573,45573
79721,79721
78748,78748
4569,4569
45682,45682
69202,69202
56905,56905
66654,66654
14836,14836
51097,51097
69634,69634
44184,44184
87743,87743
34977,34977
28753,28753
32072,32072
10182,10182
90599,90599
771,771
56428,56428
75310,75310
23290,23290
95980,95980
33129,33129
92483,92483
87760,87760
43199,43199
90780,90780
75601,75601
45401,45401
47879,47879
78646,78646
56964,56964
85281,85281
405,405
43758,43758
78056,78056
3565,3565
80862,80862
91394,91394
24651,24651
4285,4285
12908,12908
57834,57834
13782,13782
17705,17705
61929,61929
63081,63081
14494,14494
97516,97516
58509,58509
96815,96815
84351,84351
94285,94285
57882,57882
35764,35764
43440,43440
9170,9170
32768,32768
26874,26874
57176,57176
67674,67674
13565,13565
75486,75486
7857,7857
71946,71946
5801,5801
25624,25624
23943,23943
46135,46135
53303,53303
4993,4993
72918,72918
14411,14411
87084,87084
75416,75416
94790,94790
43029,43029
81469,81469
39895,39895
72582,72582
71588,71588
3673,3673
69485,69485
99633,99633
59073,59073
37267,37267
20908,20908
38132,38132
6433,6433
59353,59353
83961,83961
911,911
40667,40667
89029,89029
35604,35604
78713,78713
87082,87082
80497,80497
77617,77617
80852,80852
8351,8351
52239,52239
97180,97180
44302,44302
38225,38225
257,257
22778,22778
89562,89562
65659,65659
24767,24767
20038,20038
42252,42252
65057,65057
4035,4035
92524,92524
72887,72887
52137,52137
99045,99045
67250,67250
70931,70931
77902,77902
44091,44091
7223,7223
78865,78865
15563,15563
90860,90860
12369,12369
36410,36410
1411,1411
70811,70811
46807,46807
8588,8588
34491,34491
8864,8864
42355,42355
2980,2980
59278,59278
65264,65264
49163,49163
70487,70487
1351,1351
89449,89449
63198,63198
40590,40590
72290,72290
52718,52718
86500,86500
88442,88442
21755,21755
56757,56757
80978,80978
9957,9957
34680,34680
99007,99007
37382,37382
48921,48921
2626,2626
52201,52201
71143,71143
85049,85049
32546,32546
44951,44951
86774,86774
84288,84288
19451,19451
82378,82378
49380,49380
27166,27166
99685,99685
65607,65607
19438,19438
11632,11632
38284,38284
16118,16118
78146,78146
75914,75914
54996,54996
32330,32330
7972,7972
82380,82380
82309,82309
47220,47220
40226,40226
40312,40312
58547,58547
69212,69212
70948,70948
92876,92876
40660,40660
36066,36066
30653,30653
86674,86674
64837,64837
23819,23819
49798,49798
61766,61766
25387,25387
71646,71646
67485,67485
39249,39249
42657,42657
45023,45023
16498,16498
11013,11013
2806,2806
81969,81969
1109,1109
55324,55324
51980,51980
44506,44506
35057,35057
97733,97733
43978,43978
25317,25317
97871,97871
