66956,66956
20843,20843
6816,6816
37611,37611
2778,2778
64200,64200
85882,85882
81174,81174
79086,79086
45506,45506
62825,62825
29756,29756
89561,89561
41162,41162
41818,41818
7842,7842
34998,34998
5284,5284
47225,47225
69363,69363
27780,27780
53782,53782
50329,50329
46706,46706
7351,7351
8696,8696
84377,84377
61247,61247
21854,21854
95171,95171
85890,85890
12011,12011
3961,3961
4078,4078
87192,87192
87603,87603
22903,22903
12874,12874
21770,21770
32623,32623
25737,25737
92534,92534
5356,5356
54660,54660
4703,4703
24297,24297
59681,59681
26495,26495
89390,89390
92524,92524
93182,93182
92533,92533
61273,61273
65858,65858
43088,43088
50944,50944
75004,75004
81874,81874
27901,27901
49483,49483
72280,72280
49800,49800
33773,33773
38338,38338
6627,6627
7595,7595
50185,50185
65682,65682
25274,25274
42580,42580
1871,1871
7024,7024
21694,21694
30246,30246
31849,31849
16377,16377
97264,97264
49542,49542
6253,6253
69891,69891
35569,35569
39756,39756
84754,84754
39719,39719
73842,73842
89752,89752
77726,77726
2472,2472
15282,15282
84887,84887
44026,44026
90868,90868
62255,62255
3608,3608
18777,18777
238,238
71137,71137
359,359
40968,40968
68937,68937
51882,51882
71482,71482
32064,32064
33257,33257
5485,5485
9837,9837
51281,51281
40675,40675
95079,95079
22051,22051
61135,61135
42876,42876
56376,56376
97666,97666
51287,51287
37555,37555
86274,86274
57625,57625
15121,15121
53571,53571
73106,73106
73214,73214
87467,87467
48442,48442
47010,47010
74367,74367
33164,33164
48730,48730
21003,21003
93541,93541
21072,21072
72929,72929
23770,23770
47759,47759
25481,25481
41085,41085
81122,81122
69100,69100
31116,31116
56331,56331
76338,76338
50409,50409
57243,57243
95461,95461
19815,19815
93089,93089
39584,39584
24726,24726
97566,97566
85364,85364
44108,44108
88326,88326
88789,88789
65017,65017
24078,24078
20948,20948
28225,28225
26828,26828
6077,6077
68557,68557
46603,46603
63438,63438
69818,69818
2819,2819
88646,88646
51631,51631
81532,81532
43898,43898
32028,32028
21540,21540
67380,67380
62657,62657
49807,49807
99035,99035
30206,30206
14849,14849
89386,89386
96532,96532
85509,85509
42536,42536
81658,81658
97168,97168
77878,77878
78341,78341
10706,10706
4855,4855
92718,92718
77867,77867
35848,35848
56722,56722
63061,63061
11557,11557
44293,44293
24220,24220
66206,66206
63205,63205
54666,54666
17351,17351
57590,57590
25016,25016
87990,87990
26242,26242
53507,53507
90408,90408
53950,53950
80102,80102
75338,75338
22797,22797
35624,35624
84901,84901
89769,89769
19740,19740
17382,17382
32111,32111
62594,62594
12310,12310
21197,21197
18283,18283
77199,77199
13598,13598
17048,17048
15719,15719
20181,20181
69824,69824
61029,61029
28795,28795
59853,59853
63899,63899
20941,20941
80954,80954
73764,73764
6659,6659
63453,63453
24601,24601
73763,73763
48545,48545
20534,20534
41752,41752
62069,62069
19286,19286
4981,4981
55966,55966
68425,68425
72428,72428
48377,48377
34982,34982
37209,37209
30609,30609
38294,38294
28391,28391
36584,36584
61110,61110
76517,76517
92026,92026
74619,74619
6538,6538
92556,92556
52725,52725
43853,43853
82967,82967
75457,75457
46594,46594
28736,28736
74496,74496
60534,60534
20382,20382
25566,25566
77316,77316
5431,5431
31371,31371
81643,81643
24725,24725
88339,88339
25309,25309
94162,94162
44578,44578
677,677
90339,90339
44675,44675
73782,73782
68991,68991
14944,14944
63797,63797
95358,95358
30638,30638
58015,58015
14694,14694
86382,86382
87255,87255
98602,98602
65276,65276
99062,99062
71888,71888
60895,60895
74277,74277
73236,73236
23145,23145
46289,46289
8307,8307
12921,12921
61112,61112
87999,87999
91539,91539
55131,55131
82352,82352
78758,78758
29898,29898
47841,47841
17361,17361
83515,83515
88882,88882
41057,41057
40235,40235
33922,33922
81822,81822
92296,92296
30005,30005
84979,84979
52307,52307
46448,46448
80613,80613
70037,70037
46772,46772
2750,2750
85413,85413
14739,14739
42267,42267
36595,36595
70831,70831
39927,39927
57742,57742
6784,6784
13506,13506
29153,29153
10132,10132
55292,55292
91109,91109
69236,69236
79741,79741
53079,53079
75206,75206
42355,42355
51808,51808
31121,31121
86170,86170
85520,85520
51330,51330
22740,22740
7373,7373
99878,99878
69394,69394
37538,37538
16361,16361
25311,25311
17638,17638
68211,68211
8071,8071
69792,69792
27421,27421
28715,28715
79847,79847
74860,74860
44202,44202
12596,12596
77650,77650
32743,32743
82112,82112
24611,24611
77229,77229
79783,79783
10912,10912
51897,51897
4309,4309
51076,51076
38968,38968
50737,50737
75485,75485
7916,7916
10368,10368
34179,34179
54588,54588
18621,18621
90695,90695
45530,45530
17784,17784
26437,26437
61587,61587
34487,34487
26631,26631
92396,92396
18144,18144
74781,74781
19738,19738
31315,31315
47928,47928
42666,42666
96704,96704
70657,70657
73921,73921
48276,48276
83874,83874
34390,34390
41089,41089
98718,98718
23200,23200
94877,94877
45901,45901
13091,13091
29614,29614
49862,49862
24827,24827
28390,28390
60190,60190
83935,83935
2543,2543
41701,41701
85873,85873
21500,21500
79469,79469
20678,20678
3478,3478
1735,1735
43558,43558
17859,17859
34935,34935
58980,58980
8492,8492
70600,70600
71542,71542
41006,41006
98274,98274
66215,66215
57008,57008
96965,96965
90825,90825
85864,85864
24041,24041
14162,14162
66532,66532
79320,79320
13698,13698
9083,9083
41083,41083
98655,98655
96213,96213
98948,98948
64659,64659
82135,82135
50912,50912
74222,74222
31269,31269
31407,31407
28719,28719
5079,5079
55377,55377
66275,66275
88947,88947
56027,56027
11966,11966
78062,78062
5494,5494
66130,66130
91595,91595
93997,93997
19597,19597
75274,75274
85499,85499
22468,22468
85232,85232
82,82
41516,41516
66192,66192
26209,26209
55488,55488
43,43
58655,58655
36318,36318
61716,61716
66002,66002
63736,63736
10365,10365
44489,44489
11898,11898
11042,11042
92134,92134
12397,12397
99666,99666
91530,91530
6723,6723
7299,7299
13428,13428
44332,44332
83292,83292
20979,20979
42396,42396
18420,18420
16504,16504
91326,91326
24454,24454
31333,31333
51712,51712
70328,70328
94902,94902
8531,8531
86929,86929
71940,71940
39219,39219
34000,34000
98167,98167
82310,82310
97484,97484
20499,20499
42540,42540
85234,85234
42909,42909
90613,90613
65299,65299
82386,82386
5656,5656
59088,59088
16475,16475
65168,65168
57493,57493
90471,90471
29713,29713
19407,19407
46484,46484
36663,36663
64363,64363
99306,99306
98827,98827
59043,59043
81365,81365
98876,98876
43840,43840
37944,37944
7807,7807
55513,55513
11891,11891
68820,68820
86099,86099
45829,45829
27635,27635
13179,13179
23815,23815
96079,96079
76470,76470
94469,94469
8011,8011
38236,38236
9899,9899
46377,46377
44492,44492
19005,19005
5907,5907
53576,53576
66207,66207
54293,54293
71363,71363
22175,22175
27800,27800
70021,70021
49251,49251
85465,85465
72883,72883
19647,19647
14610,14610
4313,4313
54456,54456
73359,73359
12217,12217
77920,77920
27061,27061
33400,33400
54509,54509
95126,95126
92746,92746
11749,11749
16010,16010
1502,1502
55402,55402
29247,29247
47586,47586
70955,70955
62217,62217
1463,1463
17684,17684
96277,96277
70291,70291
95527,95527
92432,92432
66842,66842
54424,54424
90927,90927
44175,44175
72902,72902
3828,3828
52460,52460
34432,34432
9106,9106
51145,51145
