7637-05-01 00:00:00,7637-05-01 00:00:00
9452-11-01 00:00:00,9452-11-01 00:00:00
2335-02-01 00:00:00,2335-02-01 00:00:00
2458-06-01 00:00:00,2458-06-01 00:00:00
9042-05-01 00:00:00,9042-05-01 00:00:00
8389-04-01 00:00:00,8389-04-01 00:00:00
7448-05-01 00:00:00,7448-05-01 00:00:00
9142-02-01 00:00:00,9142-02-01 00:00:00
6976-05-01 00:00:00,6976-05-01 00:00:00
6203-12-31 23:59:59,6203-12-31 23:59:59
1762-04-01 00:00:00,1762-04-01 00:00:00
9908-09-01 00:00:00,9908-09-01 00:00:00
5494-08-01 00:00:00,5494-08-01 00:00:00
6629-01-01 00:00:00,6629-01-01 00:00:00
4852-10-01 00:00:00,4852-10-01 00:00:00
5840-07-01 00:00:00,5840-07-01 00:00:00
7812-11-01 00:00:00,7812-11-01 00:00:00
9048-07-01 00:00:00,9048-07-01 00:00:00
7193-11-01 00:00:00,7193-11-01 00:00:00
8435-09-01 00:00:00,8435-09-01 00:00:00
6246-04-01 00:00:00,6246-04-01 00:00:00
4065-11-01 00:00:00,4065-11-01 00:00:00
5302-07-01 00:00:00,5302-07-01 00:00:00
8920-03-01 00:00:00,8920-03-01 00:00:00
7666-06-01 00:00:00,7666-06-01 00:00:00
9961-11-01 00:00:00,9961-11-01 00:00:00
1413-11-01 00:00:00,1413-11-01 00:00:00
6512-02-01 00:00:00,6512-02-01 00:00:00
3486-09-01 00:00:00,3486-09-01 00:00:00
7142-02-01 00:00:00,7142-02-01 00:00:00
8135-01-01 00:00:00,8135-01-01 00:00:00
5165-08-01 00:00:00,5165-08-01 00:00:00
8958-05-01 00:00:00,8958-05-01 00:00:00
8495-11-01 00:00:00,8495-11-01 00:00:00
6510-05-01 00:00:00,6510-05-01 00:00:00
8210-08-01 00:00:00,8210-08-01 00:00:00
1076-02-01 00:00:00,1076-02-01 00:00:00
2110-05-01 00:00:00,2110-05-01 00:00:00
3537-03-01 00:00:00,3537-03-01 00:00:00
2038-03-01 00:00:00,2038-03-01 00:00:00
8619-01-01 00:00:00,8619-01-01 00:00:00
5180-04-01 00:00:00,5180-04-01 00:00:00
9230-06-01 00:00:00,9230-06-01 00:00:00
7387-03-01 00:00:00,7387-03-01 00:00:00
6971-03-01 00:00:00,6971-03-01 00:00:00
5672-08-01 00:00:00,5672-08-01 00:00:00
2592-12-31 23:59:59,2592-12-31 23:59:59
8730-12-31 23:59:59,8730-12-31 23:59:59
8943-05-01 00:00:00,8943-05-01 00:00:00
4479-01-01 00:00:00,4479-01-01 00:00:00
6103-04-01 00:00:00,6103-04-01 00:00:00
6529-11-01 00:00:00,6529-11-01 00:00:00
5694-06-01 00:00:00,5694-06-01 00:00:00
8744-02-01 00:00:00,8744-02-01 00:00:00
4765-03-01 00:00:00,4765-03-01 00:00:00
8734-08-01 00:00:00,8734-08-01 00:00:00
2752-10-01 00:00:00,2752-10-01 00:00:00
1639-02-01 00:00:00,1639-02-01 00:00:00
6513-10-01 00:00:00,6513-10-01 00:00:00
4573-02-01 00:00:00,4573-02-01 00:00:00
4122-04-01 00:00:00,4122-04-01 00:00:00
5457-12-31 23:59:59,5457-12-31 23:59:59
9233-03-01 00:00:00,9233-03-01 00:00:00
9378-07-01 00:00:00,9378-07-01 00:00:00
6074-04-01 00:00:00,6074-04-01 00:00:00
8470-05-01 00:00:00,8470-05-01 00:00:00
9289-12-31 23:59:59,9289-12-31 23:59:59
7137-12-31 23:59:59,7137-12-31 23:59:59
6878-01-01 00:00:00,6878-01-01 00:00:00
3802-03-01 00:00:00,3802-03-01 00:00:00
4594-11-01 00:00:00,4594-11-01 00:00:00
6229-07-01 00:00:00,6229-07-01 00:00:00
9687-02-01 00:00:00,9687-02-01 00:00:00
5417-01-01 00:00:00,5417-01-01 00:00:00
5157-08-01 00:00:00,5157-08-01 00:00:00
4044-07-01 00:00:00,4044-07-01 00:00:00
9268-09-01 00:00:00,9268-09-01 00:00:00
1568-06-01 00:00:00,1568-06-01 00:00:00
7533-07-01 00:00:00,7533-07-01 00:00:00
