4ebbd40cd;28417.4;1973-03-21
1e92f6638;5105.7;2180-01-09
1cd173cd0;10415.1;2111-03-04
2887ae2ec;13667.2;2019-08-03
d6cc6ef6b;32671.6;2153-03-03
7d92c1cc4;28061.9;2153-09-01
31dcb13e6;11401.6;2213-07-28
56dae33f9;17277.7;2078-12-09
40a9f6815;24598.8;2060-02-27
879f3629d;16878.6;2003-03-17
537013002;19799.4;2001-11-09
8e7310e45;20873.5;2019-07-14
a921ef20d;17809.3;2179-01-01
7594c56f1;32074.3;2045-05-20
894cff827;5710.4;2294-09-23
5ec570bb7;1243.6;2127-02-05
dabfdfdd0;32083.7;2282-07-20
0c8a6a82b;6189.9;2121-06-25
2aba42c56;24704.4;2097-02-14
2be16a4dd;30863.4;2235-02-26
ea6a9f067;15871.1;2040-06-01
bb12be2b4;11227.9;2106-08-13
398d70e97;32673.3;2180-08-28
89d2e6daa;29379.6;2134-10-12
e9549e835;5710.5;2237-04-02
48baac5ae;27766.3;2211-10-13
a2d86d868;951.3;2063-11-10
e8558a0e2;13196.6;2284-12-21
cfbfd6f5a;1284.2;2169-02-06
f190b7781;30055.1;2096-08-06
6bc2e02c4;18641.1;2033-02-02
623548811;30112.4;2086-10-26
93f0fbcb9;9512.5;2236-10-06
0462dd176;5272.3;2172-01-03
f0024a3a3;20914.9;2002-11-26
3229951a6;23264.6;2208-06-01
79c86ccf5;7746.6;2247-02-22
c4216d6ae;14536.7;2135-01-16
155594b56;5848.1;2208-12-13
142846e4d;26929.9;2188-10-08
42c7d3fea;17080.8;1991-03-05
1175215db;22879.6;2087-09-15
7337c6c98;2634.9;2238-05-22
ffa489d23;24285.9;2043-04-17
93782a577;5109.7;1998-04-18
ccb11e1db;6485.9;2025-08-05
1691abd1d;9549.9;2108-07-27
6ed6bb689;31369.5;2256-08-04
2d5257bd7;25051.9;2186-06-24
fd1309f62;21102.8;2285-03-13
2c108f3d9;16884.9;2063-06-16
012e513e1;14923.4;2072-01-07
9791da1ed;533.9;2097-01-07
6cda5bc40;5906.9;2126-08-09
7eb54528d;18039.3;2208-10-01
88938fb9c;30539.4;1999-12-21
c3deb0b04;1688.7;2127-07-22
7a2dd301b;11359.2;2139-04-23
7a666eddf;1957.8;2241-07-10
0dccb506b;4498.8;2181-04-24
e468ed236;16179.4;2186-10-28
4a8308c67;24840.4;1987-12-28
5866bd280;3320.8;2091-07-11
70c3fc9e6;16481.4;2260-10-21
177925b29;47.5;2213-03-09
8c250b8ca;9961.3;2210-11-01
ec7c41256;8134.4;2198-02-11
ac049f757;23953.8;2116-11-24
db6421b61;3321.7;2126-11-14
929c71b57;22719.9;2257-01-17
abd4d0db2;17847.3;2256-09-08
ddbc8ad36;5691.8;2300-07-22
038182ee3;2648.3;2102-06-16
3525c813b;19545.6;2051-12-06
d70c4bd8a;91.9;2045-03-04
71521c8e1;21406.2;2152-12-28
a82d8954a;25165.9;1981-11-13
94c5d40c3;30644.5;2224-09-16
10ea20d2b;17816.4;2198-11-02
b23f1a13b;20398.9;2270-07-22
76c50ada8;7725.9;1991-11-06
6c29e15ef;2589.1;1980-09-14
55050202a;8936.5;2244-12-25
05b42298c;27287.3;2285-05-11
27c2a3d0b;25966.9;2240-08-27
9aca44aff;19844.4;2141-03-17
98fe5bca1;12114.4;2182-05-25
9e725fe67;18506.6;2041-09-10
a25edc23a;9068.8;2102-10-16
c1a17d37a;7062.6;2012-01-14
d91b0fc78;13038.5;2093-08-23
5f74d604a;20328.7;2281-03-09
0916e8656;29256.4;2142-12-26
74fd0fb6d;12330.6;2073-07-23
b1578f30b;18934.1;2043-03-09
2724d7456;28132.7;2175-06-01
128123514;9909.7;1979-03-09
8ca0a4b5f;32394.5;2149-04-01
0ef3e2ed1;6939.9;2251-07-23
4344df37e;24875.2;2063-08-10
b88a93f40;7035.1;2277-09-05
406974c46;28616.3;2251-08-27
6a9f0cb43;20732.6;2273-07-28
bbfc0eb3c;28389.3;2211-08-24
2bf29004b;4702.2;2300-10-11
95bdde794;22156.1;2071-12-03
843b7ecf1;30329.4;2092-03-27
8f9cf82b4;3245.9;2036-06-13
2c3993385;31882.1;2139-08-09
873c2157c;5184.3;2038-08-24
cb0ffe696;27182.2;2064-06-16
ad3a92042;6699.3;1996-03-22
3807e3fce;4441.9;2035-07-20
e4bf0398d;26151.9;2159-10-22
cdf6fb4a8;19684.8;2225-10-27
e239064be;20970.8;2143-03-01
96e7caf68;28793.7;2188-10-01
cd23e8206;31291.7;2201-05-06
8a914171b;31825.4;2131-08-09
94e859407;3852.7;2291-09-12
65d0d7b64;7618.1;2261-11-12
560839e96;29124.4;2036-10-01
571484447;11286.4;2065-10-08
f18d94d2d;28998.3;2290-02-11
298c6ac5f;27201.1;2172-05-08
f81375066;15593.9;2134-06-28
7e929787a;9308.4;2107-10-02
4f991bf53;3502.7;2234-04-07
77311da94;10430.6;2088-08-24
ebfef7150;22355.6;2221-09-22
201755850;29670.8;2059-07-16
d4c7e4b59;13626.6;2291-09-04
318e267e1;29137.5;1998-10-07
89a39baed;16062.1;2094-03-16
7f324ebb0;10755.1;2158-06-03
5a74e806f;29404.8;2148-10-05
f2099306e;32668.4;2131-08-18
6cba1d799;29632.4;2057-09-13
d407f5de7;24790.5;2281-07-11
ddabb394e;12203.6;2142-03-11
d0f8cddb0;18745.3;2151-08-13
a4cd71310;6098.2;2025-03-25
e3919b469;10625.8;2160-12-27
e8b995c22;11017.8;1981-05-01
306acb93f;12060.8;2173-06-26
e95b8919d;16388.5;1987-12-07
0b471d972;15197.6;2190-05-27
e12d03df4;5681.4;2189-03-13
8fec8b9b8;30037.6;2195-07-19
2a37ddc9a;62.8;2286-12-20
93278a65b;5830.1;2210-09-12
030adf712;19929.8;1978-02-27
90f16a451;29213.9;2294-06-12
9a2882e3e;11397.2;2045-05-06
120a8b6d5;7842.4;2246-05-03
3597fed09;22154.7;2070-08-27
82290fde8;6546.5;2266-01-20
924f9476b;12487.7;2276-01-02
c4520c841;7372.2;2166-11-11
41f2a39be;5392.8;2138-06-20
36ed1301d;727.3;2152-11-05
9f1f024d3;1343.8;1970-07-05
156aa68eb;23096.5;2162-01-24
aa881eb3e;6323.1;2090-04-16
d4e55312e;28084.9;2022-06-12
7b6e0be03;4556.5;2004-07-25
92780dc1b;9988.4;2101-06-01
db7115a0e;14480.7;2049-05-22
8581da93d;15847.1;2103-11-03
3ef96de69;19981.3;2022-03-28
60acaf082;10500.2;2290-08-06
82c884211;7536.6;2199-12-28
29e94eb83;16739.8;2194-06-01
992b0eaf7;11538.8;2196-10-03
900856e76;6807.5;2179-07-24
49865cc71;12916.7;2258-04-11
7484e43ae;25328.7;2075-09-04
4f93f0fd1;28845.9;2062-08-09
695a3d95c;26354.7;2128-01-03
336a0e1b3;8221.3;2140-05-04
0552f3c41;23340.8;2007-01-10
f5b4c9b74;4489.2;2138-12-19
ba1f754c9;30711.8;2027-02-21
48a0e5b5c;27335.5;2117-04-10
610c7960e;13862.2;2019-11-13
041d9e0e8;5421.6;2218-06-06
94bfa493f;26382.4;1994-09-15
49c52cd56;28436.5;2010-12-07
31d23a4ea;10490.5;2100-02-16
78f293aec;14054.3;2248-09-08
c3a73370f;28297.2;2240-05-28
c2938ebc5;3261.8;1993-03-19
ea36013e3;5684.3;2058-01-07
fdc1adf6f;13904.6;2057-12-09
8bbcc10ac;815.8;2211-11-06
16e0a358d;8256.2;2075-02-26
b9decf9e1;16529.9;2142-12-13
71d3cd197;10548.1;2270-04-14
994af81f4;26421.4;2281-05-19
a852608a2;20067.9;2138-11-23
e0b80f291;3295.5;2000-09-24
b397ee6b4;6331.6;2081-12-16
ba12163e1;8679.4;2120-09-07
5a03729dd;70.7;2095-06-08
1ae1065fc;22751.2;2271-06-13
507146236;7818.3;2285-05-20
4a4c27f78;19878.7;2207-07-18
5e7e7d755;24738.3;2223-05-12
1d8b830e9;11064.1;1990-01-25
9d4219ed7;21504.3;2210-12-05
1bc897c46;5289.9;2279-02-05
a2dc6c0fd;27515.5;2022-05-25
2fe1a8533;23235.4;2097-02-04
967c44896;13886.5;2267-02-23
62b128821;29151.1;2080-02-24
e88466708;11108.4;2101-06-16
839f04a52;28499.4;2265-12-05
241267798;13314.1;2287-05-23
2d85dd0e6;26633.9;1979-05-11
27f64ffca;16517.4;2114-04-03
fa2d156ce;13093.6;2122-12-28
