-42980.9,-42980.9
-72732.9,-72732.9
-84713.9,-84713.9
-82226.9,-82226.9
-66317.9,-66317.9
-48331.9,-48331.9
-44825.9,-44825.9
28255.1,28255.1
27892.1,27892.1
89766.1,89766.1
23881.1,23881.1
-51231.9,-51231.9
13715.1,13715.1
-59310.9,-59310.9
98648.1,98648.1
-47623.9,-47623.9
53076.1,53076.1
9717.1,9717.1
-6524.9,-6524.9
90735.1,90735.1
83172.1,83172.1
-94536.9,-94536.9
49075.1,49075.1
89840.1,89840.1
-14318.9,-14318.9
9970.1,9970.1
-46056.9,-46056.9
-51586.9,-51586.9
-15951.9,-15951.9
34049.1,34049.1
42244.1,42244.1
-78811.9,-78811.9
-38602.9,-38602.9
15704.1,15704.1
94519.1,94519.1
66558.1,66558.1
-24735.9,-24735.9
-63046.9,-63046.9
71984.1,71984.1
99237.1,99237.1
-17131.9,-17131.9
28096.1,28096.1
-32337.9,-32337.9
87539.1,87539.1
-8695.9,-8695.9
-12232.9,-12232.9
45693.1,45693.1
93892.1,93892.1
27537.1,27537.1
-81417.9,-81417.9
176.1,176.1
50942.1,50942.1
-88394.9,-88394.9
47138.1,47138.1
-45070.9,-45070.9
-42737.9,-42737.9
80340.1,80340.1
33855.1,33855.1
-43015.9,-43015.9
-29775.9,-29775.9
84010.1,84010.1
17045.1,17045.1
-27676.9,-27676.9
-34699.9,-34699.9
42616.1,42616.1
34590.1,34590.1
-72988.9,-72988.9
-88646.9,-88646.9
-85721.9,-85721.9
53640.1,53640.1
59331.1,59331.1
-63043.9,-63043.9
30611.1,30611.1
41244.1,41244.1
33549.1,33549.1
25830.1,25830.1
44376.1,44376.1
91401.1,91401.1
-8490.9,-8490.9
92798.1,92798.1
-29248.9,-29248.9
-51066.9,-51066.9
-4151.9,-4151.9
88542.1,88542.1
84735.1,84735.1
-93021.9,-93021.9
-61829.9,-61829.9
80044.1,80044.1
72515.1,72515.1
28892.1,28892.1
-44162.9,-44162.9
57276.1,57276.1
-65909.9,-65909.9
796.1,796.1
-57383.9,-57383.9
31477.1,31477.1
9219.1,9219.1
-17252.9,-17252.9
74934.1,74934.1
